,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary
0,47682360,False,Python разработчик,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': None, 'to': 380000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2021-10-24T14:21:12+0300,2021-10-24T14:21:12+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=47682360,,https://api.hh.ru/vacancies/47682360?host=hh.ru,https://hh.ru/vacancy/47682360,[],"{'id': '2324020', 'name': 'Точка', 'url': 'https://api.hh.ru/employers/2324020', 'alternate_url': 'https://hh.ru/employer/2324020', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3414734.jpeg', '90': 'https://hhcdn.ru/employer-logo/3414733.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/743443.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2324020', 'trusted': True}","{'requirement': '...тема машинного обучения, big data и нейронные сети. Понимаешь, что такое асинхронное программирование и как оно устроено в языке <highlighttext>Python</highlighttext>.', 'responsibility': 'Ты будешь разрабатывать бэкенд интернет-банка, принимать архитектурные решения и участвовать в создании действительно масштабного проекта. Задачи по-настоящему разные...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False
1,49041173,True,Разработчик Python,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 187000, 'to': 338000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Нижний Сусальный переулок', 'building': '5с4', 'description': None, 'lat': 55.760206, 'lng': 37.663889, 'raw': 'Москва, Нижний Сусальный переулок, 5с4', 'metro': None, 'metro_stations': [], 'id': '6031633'}",,,2021-10-21T14:24:46+0300,2021-10-21T14:24:46+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=49041173,,https://api.hh.ru/vacancies/49041173?host=hh.ru,https://hh.ru/vacancy/49041173,[],"{'id': '5544696', 'name': 'Брусова Татьяна Анатольевна', 'url': 'https://api.hh.ru/employers/5544696', 'alternate_url': 'https://hh.ru/employer/5544696', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3903147.png', '240': 'https://hhcdn.ru/employer-logo/3903148.png', 'original': 'https://hhcdn.ru/employer-logo-original/865568.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5544696', 'trusted': True}","{'requirement': 'Опыт <highlighttext>разработки</highlighttext> на <highlighttext>Python</highlighttext> 3.6+ oт 2х лет с одним из фреймворков ( Django/ Flask/ FastAPI ). ', 'responsibility': '<highlighttext>Разработка</highlighttext> платформы и backend сервисов на <highlighttext>Python</highlighttext>. <highlighttext>Разработка</highlighttext> и поддержка пайплайнов по обработке потокового видео моделями, написанными нашими инженерами по...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],True
2,47914759,False,Junior Data Engineer (Python),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 120000, 'to': 120000, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Пресненская набережная', 'building': '6с2', 'description': None, 'lat': 55.748179, 'lng': 37.540245, 'raw': 'Москва, Пресненская набережная, 6с2', 'metro': {'station_name': 'Выставочная', 'line_name': 'Филевская', 'station_id': '4.172', 'line_id': '4', 'lat': 55.750243, 'lng': 37.542641}, 'metro_stations': [{'station_name': 'Выставочная', 'line_name': 'Филевская', 'station_id': '4.172', 'line_id': '4', 'lat': 55.750243, 'lng': 37.542641}, {'station_name': 'Деловой центр', 'line_name': 'Большая кольцевая линия', 'station_id': '97.603', 'line_id': '97', 'lat': 55.7491, 'lng': 37.5395}, {'station_name': 'Деловой центр', 'line_name': 'Солнцевская', 'station_id': '133.468', 'line_id': '133', 'lat': 55.7491, 'lng': 37.5395}], 'id': '6327766'}",,,2021-10-22T18:19:28+0300,2021-10-22T18:19:28+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=47914759,,https://api.hh.ru/vacancies/47914759?host=hh.ru,https://hh.ru/vacancy/47914759,[],"{'id': '3319598', 'name': 'DataFork', 'url': 'https://api.hh.ru/employers/3319598', 'alternate_url': 'https://hh.ru/employer/3319598', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/640802.gif', '90': 'https://hhcdn.ru/employer-logo/3004360.png', '240': 'https://hhcdn.ru/employer-logo/3004361.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3319598', 'trusted': True}","{'requirement': 'Опыт <highlighttext>разработки</highlighttext> в среде linux. Высшее техническое образование. Опыт работы с библиотекой pandas. Владение С++ и соответствующие инструментарием <highlighttext>разработки</highlighttext> (gcc...', 'responsibility': 'Автоматизация процессов сбора, хранения и анализа данных из открытых и закрытых источников (ETL). Автоматизация процессов обработки, «обогащения» и нормализации данных. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],True
3,48663627,False,Python Backend Developer Blockchain,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 250000, 'to': 450000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2021-10-23T21:32:17+0300,2021-10-23T21:32:17+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48663627,,https://api.hh.ru/vacancies/48663627?host=hh.ru,https://hh.ru/vacancy/48663627,[],"{'id': '5420312', 'name': 'Валовой Сергей Александрович', 'url': 'https://api.hh.ru/employers/5420312', 'alternate_url': 'https://hh.ru/employer/5420312', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5420312', 'trusted': True}","{'requirement': 'Отличное знание <highlighttext>Python</highlighttext> и опыт <highlighttext>разработки</highlighttext> на <highlighttext>Python</highlighttext> от 1 года. Понимание CI/CD процессов и shell scripting. ', 'responsibility': 'Оптимизация системы для максимальной скорости и масштабируемости. Обеспечение системы безопасности и защиты данных. <highlighttext>Разработка</highlighttext> и внедрение решений для хранения данных. '}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],True
4,48768385,False,Junior разработчик Python Django,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 40000, 'to': 80000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Новорязанская улица', 'building': '18с11', 'description': None, 'lat': 55.7703749989, 'lng': 37.6604122884, 'raw': 'Москва, Новорязанская улица, 18с11', 'metro': {'station_name': 'Комсомольская', 'line_name': 'Сокольническая', 'station_id': '1.54', 'line_id': '1', 'lat': 55.774072, 'lng': 37.654565}, 'metro_stations': [{'station_name': 'Комсомольская', 'line_name': 'Сокольническая', 'station_id': '1.54', 'line_id': '1', 'lat': 55.774072, 'lng': 37.654565}], 'id': '760446'}",,,2021-10-24T17:15:20+0300,2021-10-24T17:15:20+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48768385,,https://api.hh.ru/vacancies/48768385?host=hh.ru,https://hh.ru/vacancy/48768385,[],"{'id': '1805574', 'name': 'Инсейлс Рус', 'url': 'https://api.hh.ru/employers/1805574', 'alternate_url': 'https://hh.ru/employer/1805574', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/786579.png', '240': 'https://hhcdn.ru/employer-logo/3587208.png', '90': 'https://hhcdn.ru/employer-logo/3587207.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1805574', 'trusted': True}","{'requirement': 'Знание теории алгоритмов и структур данных. Знание языка <highlighttext>Python</highlighttext> и базовые знания фреймворка Django. Знание SQL и теории реляционных баз...', 'responsibility': 'Решать интересные задачи по развитию сервиса, помогать коллегам писать их код еще лучше, участвовать в проектировании новых фич для пользователей...'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False
5,48638057,False,Бэкенд-разработчик Python/Middle Python/ Python Developer (Remote),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 150000, 'to': 220000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2021-10-23T10:42:21+0300,2021-10-23T10:42:21+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48638057,,https://api.hh.ru/vacancies/48638057?host=hh.ru,https://hh.ru/vacancy/48638057,[],"{'id': '17713', 'name': 'ЮТэйр, Авиакомпания', 'url': 'https://api.hh.ru/employers/17713', 'alternate_url': 'https://hh.ru/employer/17713', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/2351425.png', '90': 'https://hhcdn.ru/employer-logo/2351424.png', 'original': 'https://hhcdn.ru/employer-logo-original/477393.gif'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=17713', 'trusted': True}","{'requirement': '...лет <highlighttext>разработки</highlighttext> на <highlighttext>python</highlighttext>. Навыки работы с системами мониторинга. Желателен опыт проектирования HA/HL систем. Понимание основных принципов <highlighttext>разработки</highlighttext> ПО...', 'responsibility': 'Наши глобальные цели — 99% uptime, и быстрая поставка в бой сервисов с минимальными затратами на <highlighttext>разработку</highlighttext> (сокращение time to market).'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False
6,37486302,False,Python разработчик,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 150000, 'to': 280000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Баррикадная улица', 'building': '19с3', 'description': None, 'lat': 55.760049, 'lng': 37.579457, 'raw': 'Москва, Баррикадная улица, 19с3', 'metro': {'station_name': 'Баррикадная', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.16', 'line_id': '7', 'lat': 55.760793, 'lng': 37.581242}, 'metro_stations': [{'station_name': 'Баррикадная', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.16', 'line_id': '7', 'lat': 55.760793, 'lng': 37.581242}, {'station_name': 'Краснопресненская', 'line_name': 'Кольцевая', 'station_id': '5.58', 'line_id': '5', 'lat': 55.760378, 'lng': 37.577114}], 'id': '636468'}",,,2021-10-22T17:35:17+0300,2021-10-22T17:35:17+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=37486302,,https://api.hh.ru/vacancies/37486302?host=hh.ru,https://hh.ru/vacancy/37486302,[],"{'id': '142683', 'name': 'Семейный доктор', 'url': 'https://api.hh.ru/employers/142683', 'alternate_url': 'https://hh.ru/employer/142683', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/803394.png', '90': 'https://hhcdn.ru/employer-logo/3654463.png', '240': 'https://hhcdn.ru/employer-logo/3654464.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=142683', 'trusted': True}","{'requirement': 'Уверенные знания <highlighttext>Python</highlighttext> 3.х + asyncio. Навыки работы с системами контроля версий (git). Опыт использования Docker. Опыт <highlighttext>разработки</highlighttext> под...', 'responsibility': 'Каждая клиника поддерживает приоритеты компании – высокий уровень медицинского обслуживания, соблюдение международных стандартов оказания услуг, чуткое отношение к пациентам и забота...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False
7,48887753,False,Разработчик Python,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 150000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'проспект Мира', 'building': '102с31', 'description': None, 'lat': 55.8005927785, 'lng': 37.6394848565, 'raw': 'Москва, проспект Мира, 102с31', 'metro': {'station_name': 'Алексеевская', 'line_name': 'Калужско-Рижская', 'station_id': '6.8', 'line_id': '6', 'lat': 55.807794, 'lng': 37.638699}, 'metro_stations': [{'station_name': 'Алексеевская', 'line_name': 'Калужско-Рижская', 'station_id': '6.8', 'line_id': '6', 'lat': 55.807794, 'lng': 37.638699}], 'id': '3975226'}",,,2021-10-24T19:13:59+0300,2021-10-24T19:13:59+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48887753,,https://api.hh.ru/vacancies/48887753?host=hh.ru,https://hh.ru/vacancy/48887753,[],"{'id': '4744797', 'name': 'Hello, Doc!', 'url': 'https://api.hh.ru/employers/4744797', 'alternate_url': 'https://hh.ru/employer/4744797', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3450606.png', '90': 'https://hhcdn.ru/employer-logo/3450605.png', 'original': 'https://hhcdn.ru/employer-logo-original/752411.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4744797', 'trusted': True}","{'requirement': '...<highlighttext>разработки</highlighttext> на <highlighttext>Python</highlighttext> от 2 лет. — Уверенное владение Django, DRF. — Понимание и применение паттернов проектирования. — Знание лучших практик при <highlighttext>разработке</highlighttext>...', 'responsibility': 'Работа над REST API для мобильного приложения. — Написание тестов. — Документирование методов API. — Участие в обсуждении и проектировании нового функционала. — '}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],True
8,48641636,False,Middle Python/Flask developer,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 180000, 'to': 250000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2021-10-23T11:44:12+0300,2021-10-23T11:44:12+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48641636,,https://api.hh.ru/vacancies/48641636?host=hh.ru,https://hh.ru/vacancy/48641636,[],"{'id': '3912653', 'name': 'Эксперум', 'url': 'https://api.hh.ru/employers/3912653', 'alternate_url': 'https://hh.ru/employer/3912653', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/622821.png', '240': 'https://hhcdn.ru/employer-logo/2932437.png', '90': 'https://hhcdn.ru/employer-logo/2932436.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3912653', 'trusted': True}","{'requirement': 'Занимаетесь <highlighttext>разработкой</highlighttext> на <highlighttext>Python</highlighttext> более 2-х лет. Имеете опыт в <highlighttext>разработке</highlighttext> серверных приложений на веб-фреймворках <highlighttext>Python</highlighttext> (Flask, sqlalchemy...', 'responsibility': 'Разрабатывать серверную часть кросс-платформенного приложения. Собирать аналитику по событиям, происходящим на стороне сервера. Интеграция со сторонними сервисами.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],True
9,48710861,False,Python-developer,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': None, 'to': 220000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2021-10-23T14:01:12+0300,2021-10-23T14:01:12+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48710861,,https://api.hh.ru/vacancies/48710861?host=hh.ru,https://hh.ru/vacancy/48710861,[],"{'id': '2464267', 'name': 'Carely', 'url': 'https://api.hh.ru/employers/2464267', 'alternate_url': 'https://hh.ru/employer/2464267', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/808379.jpg', '240': 'https://hhcdn.ru/employer-logo/3674404.jpeg', '90': 'https://hhcdn.ru/employer-logo/3674403.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2464267', 'trusted': True}","{'requirement': 'Плюсами будет опыт и знакомство с Си, фронтенд-<highlighttext>разработкой</highlighttext> SPA, ci, Gitlab, Greenplum, Airflow, Kuber, pyspark, numpy, pandas, sentry, cef...', 'responsibility': 'Возможность придумывать, как делать компанию и свою работу лучше и быть услышанным.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
